source_id,publisher,title,url,accessed_at,source_type,licence_note
wikidata-q5436075,Wikidata contributors,Faro del Comercio,https://www.wikidata.org/wiki/Q5436075,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q1708874,Wikidata contributors,José Martí Memorial,https://www.wikidata.org/wiki/Q1708874,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q110110932,Wikidata contributors,Cuban Telephone Company Building,https://www.wikidata.org/wiki/Q110110932,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q5853834,Wikidata contributors,F&F Tower,https://www.wikidata.org/wiki/Q5853834,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q2737422,Wikidata contributors,Pearl Tower,https://www.wikidata.org/wiki/Q2737422,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q169420,Wikidata contributors,Edifício Altino Arantes,https://www.wikidata.org/wiki/Q169420,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q42258,Wikidata contributors,Mirante do Vale,https://www.wikidata.org/wiki/Q42258,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q831389,Wikidata contributors,Obelisco de Buenos Aires,https://www.wikidata.org/wiki/Q831389,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q114055043,Wikidata contributors,Q114055043,https://www.wikidata.org/wiki/Q114055043,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q79961,Wikidata contributors,Christ the Redeemer,https://www.wikidata.org/wiki/Q79961,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q2411716,Wikidata contributors,Rio de Janeiro Cathedral,https://www.wikidata.org/wiki/Q2411716,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q2446793,Wikidata contributors,Cathedral of Lima,https://www.wikidata.org/wiki/Q2446793,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q48460897,Wikidata contributors,T Tower,https://www.wikidata.org/wiki/Q48460897,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q19207166,Wikidata contributors,Torres Atrio,https://www.wikidata.org/wiki/Q19207166,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q1542408,Wikidata contributors,Gran Torre Costanera,https://www.wikidata.org/wiki/Q1542408,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q4388657,Wikidata contributors,Parque Central Complex,https://www.wikidata.org/wiki/Q4388657,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q1054303,Wikidata contributors,Confinanzas Financial Center,https://www.wikidata.org/wiki/Q1054303,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q42800,Wikidata contributors,Belo Horizonte,https://www.wikidata.org/wiki/Q42800,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q201720,Wikidata contributors,Cathedral of Brasília,https://www.wikidata.org/wiki/Q201720,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q1270936,Wikidata contributors,Brasilia TV Tower,https://www.wikidata.org/wiki/Q1270936,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q1328348,Wikidata contributors,Elevador Lacerda,https://www.wikidata.org/wiki/Q1328348,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q10323861,Wikidata contributors,Mansão Margarida Costa Pinto,https://www.wikidata.org/wiki/Q10323861,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q15975929,Wikidata contributors,Malakoff tower,https://www.wikidata.org/wiki/Q15975929,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q3057904,Wikidata contributors,Coltejer Building,https://www.wikidata.org/wiki/Q3057904,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q7826994,Wikidata contributors,Torre del Café,https://www.wikidata.org/wiki/Q7826994,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q4868435,Wikidata contributors,Basilica of the National Vow,https://www.wikidata.org/wiki/Q4868435,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q6150287,Wikidata contributors,Torre The Point,https://www.wikidata.org/wiki/Q6150287,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q1519373,Wikidata contributors,Palacio Salvo,https://www.wikidata.org/wiki/Q1519373,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q109313102,Wikidata contributors,Torre SAETA,https://www.wikidata.org/wiki/Q109313102,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q827268,Wikidata contributors,Sydney Tower,https://www.wikidata.org/wiki/Q827268,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q19870155,Wikidata contributors,1 Macquarie Place,https://www.wikidata.org/wiki/Q19870155,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q19817555,Wikidata contributors,Light House Melbourne,https://www.wikidata.org/wiki/Q19817555,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q4968552,Wikidata contributors,Brisbane City Hall,https://www.wikidata.org/wiki/Q4968552,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q16823864,Wikidata contributors,"300 George Street, Brisbane",https://www.wikidata.org/wiki/Q16823864,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q3183,Wikidata contributors,Perth,https://www.wikidata.org/wiki/Q3183,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q5112,Wikidata contributors,Adelaide,https://www.wikidata.org/wiki/Q5112,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q37100,Wikidata contributors,Auckland,https://www.wikidata.org/wiki/Q37100,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q10323215,Wikidata contributors,Majestic Centre,https://www.wikidata.org/wiki/Q10323215,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q1077977,Wikidata contributors,Christ Church Cathedral,https://www.wikidata.org/wiki/Q1077977,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q17036267,Wikidata contributors,Westpac Canterbury Centre,https://www.wikidata.org/wiki/Q17036267,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q448450,Wikidata contributors,Aloha Tower,https://www.wikidata.org/wiki/Q448450,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q106436675,Wikidata contributors,Q106436675,https://www.wikidata.org/wiki/Q106436675,2026-09-14,tower coordinates and height,CC0 structured data
wikidata-q131658559,Wikidata contributors,WG Friendship Plaza Suva,https://www.wikidata.org/wiki/Q131658559,2026-09-14,tower coordinates and height,CC0 structured data
